File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF440JOS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF285GKD/, /files/ENCFF527WLW/, /files/ENCFF459YUC/, /files/ENCFF953FIP/, /files/ENCFF875HPK/, /files/ENCFF356LFX/, /files/ENCFF371XAX/	74937	ENCODE Processing Pipeline	477c62733e9cb5e3e3fc6c723081bb89		https://www.encodeproject.org/files/ENCFF440JOS/@@download/ENCFF440JOS.bed.gz				released	s3://encode-public/2021/01/06/3a04f5c7-d4bb-477e-93c6-91b825acddf1/ENCFF440JOS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/3a04f5c7-d4bb-477e-93c6-91b825acddf1/ENCFF440JOS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, moderate library complexity, low read length		
ENCFF376FVJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKD	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										YY1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF509OPR/, /files/ENCFF907UOW/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	427733	ENCODE Processing Pipeline	b28a35464167d03fcf22d1a418dad9ce		https://www.encodeproject.org/files/ENCFF376FVJ/@@download/ENCFF376FVJ.bed.gz				released	s3://encode-public/2020/12/12/40402c44-fcd8-441f-b5ea-ee9746a2f64e/ENCFF376FVJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/40402c44-fcd8-441f-b5ea-ee9746a2f64e/ENCFF376FVJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF240ZHW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSR	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										CEBPB-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF671SEQ/, /files/ENCFF310KKN/, /files/ENCFF341SFE/, /files/ENCFF731WWK/, /files/ENCFF356LFX/, /files/ENCFF153LTH/, /files/ENCFF758OHA/	656965	ENCODE Processing Pipeline	8c20c751b18b07075d20c6b9339c3dd4		https://www.encodeproject.org/files/ENCFF240ZHW/@@download/ENCFF240ZHW.bed.gz				released	s3://encode-public/2020/12/12/6f24b47d-29b6-4301-9d4e-18e09600f201/ENCFF240ZHW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/6f24b47d-29b6-4301-9d4e-18e09600f201/ENCFF240ZHW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read depth		
ENCFF832INR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DTO	TF ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF109VAD/, /files/ENCFF689CXB/, /files/ENCFF638MIK/	818786	ENCODE Processing Pipeline	c9e4521f3fa2b8b5a054d101a809be47		https://www.encodeproject.org/files/ENCFF832INR/@@download/ENCFF832INR.bed.gz				released	s3://encode-public/2020/09/25/004e7c28-55a2-4711-a9da-7d4ecd803479/ENCFF832INR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/25/004e7c28-55a2-4711-a9da-7d4ecd803479/ENCFF832INR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, control low read depth		
ENCFF185BRL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BJZ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										BCLAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF874YBK/, /files/ENCFF519KIS/, /files/ENCFF075XYL/, /files/ENCFF882OBA/, /files/ENCFF356LFX/, /files/ENCFF554UVL/, /files/ENCFF408WPU/	373233	ENCODE Processing Pipeline	3367c349f280ca1026e912ef32afc53b		https://www.encodeproject.org/files/ENCFF185BRL/@@download/ENCFF185BRL.bed.gz				released	s3://encode-public/2021/01/06/7c31bcd5-edcd-4ef8-b59b-151f84a24009/ENCFF185BRL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/7c31bcd5-edcd-4ef8-b59b-151f84a24009/ENCFF185BRL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF440FTA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF061OVT/, /files/ENCFF149WSI/	91921	ENCODE Processing Pipeline	fe0c85937f9235e167d4fc3b2f6650ab		https://www.encodeproject.org/files/ENCFF440FTA/@@download/ENCFF440FTA.bed.gz				released	s3://encode-public/2020/12/12/49b6972b-cb00-4173-b843-67359d8e1a1e/ENCFF440FTA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/49b6972b-cb00-4173-b843-67359d8e1a1e/ENCFF440FTA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length	insufficient read depth	
ENCFF722UJW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AVD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1	1_1							/files/ENCFF666YXZ/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF420ARY/, /files/ENCFF719VML/	20766	ENCODE Processing Pipeline	f9d7e0d4f7f3bd5c6d470cbfa3ff4d49		https://www.encodeproject.org/files/ENCFF722UJW/@@download/ENCFF722UJW.bed.gz				released	s3://encode-public/2021/01/18/d13b1cdb-1523-4cbe-9cf6-aba54eeb5b4c/ENCFF722UJW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/18/d13b1cdb-1523-4cbe-9cf6-aba54eeb5b4c/ENCFF722UJW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, mild to moderate bottlenecking, low read depth		
ENCFF975YZR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR263YXJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79894/'], '@type': ['Target', 'Item'], 'name': 'ZNF672-human', 'label': 'ZNF672', '@id': '/targets/ZNF672-human/', 'title': 'ZNF672 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '82da211c-f03e-4358-a9c2-0e62a4374302', 'status': 'released'}				ZNF672-human	DNA				formaldehyde		2022-09-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF927ZUT/, /files/ENCFF507IQZ/, /files/ENCFF356LFX/, /files/ENCFF739OZT/	64478	ENCODE Processing Pipeline	17613a81d10506eb9d13e6420183fb1f		https://www.encodeproject.org/files/ENCFF975YZR/@@download/ENCFF975YZR.bed.gz				released	s3://encode-public/2022/09/03/e8d572a6-bba7-4a53-a7e7-e39db545301a/ENCFF975YZR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/e8d572a6-bba7-4a53-a7e7-e39db545301a/ENCFF975YZR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents		
ENCFF603URE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BLB	TF ChIP-seq	/human-donors/ENCDO000ACV/	EFO:0005718	Ishikawa	cell line	Homo sapiens	ethanol	0.02 percent	1 hour							NR3C1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF417QWI/, /files/ENCFF597LHZ/, /files/ENCFF356LFX/, /files/ENCFF390NRD/	52044	ENCODE Processing Pipeline	4c3eb906f2ff9ef8431e55d77383609a		https://www.encodeproject.org/files/ENCFF603URE/@@download/ENCFF603URE.bed.gz				released	s3://encode-public/2020/12/10/1659d76f-1fd4-4d14-afaf-f28d3d530e1c/ENCFF603URE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/1659d76f-1fd4-4d14-afaf-f28d3d530e1c/ENCFF603URE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF869BHB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR407MQT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1715'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6299/'], '@type': ['Target', 'Item'], 'name': 'SALL1-human', 'label': 'SALL1', '@id': '/targets/SALL1-human/', 'title': 'SALL1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c53e0a51-9f7f-4858-bab1-b0d1faae5aab', 'status': 'released'}				SALL1-human	DNA				formaldehyde		2022-08-15	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF141JSQ/, /files/ENCFF356LFX/, /files/ENCFF818AYT/, /files/ENCFF481QPZ/	1043428	ENCODE Processing Pipeline	a7b8d5873cc350deab186f6d32e2eb63		https://www.encodeproject.org/files/ENCFF869BHB/@@download/ENCFF869BHB.bed.gz				released	s3://encode-public/2022/07/23/d7218ea0-76bf-4f87-8b7b-9e43b9829be6/ENCFF869BHB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/23/d7218ea0-76bf-4f87-8b7b-9e43b9829be6/ENCFF869BHB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF565QWY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BST	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										GATA3-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF731WWK/, /files/ENCFF944GIS/, /files/ENCFF153LTH/, /files/ENCFF586QHZ/, /files/ENCFF671SEQ/, /files/ENCFF310KKN/, /files/ENCFF356LFX/	793217	ENCODE Processing Pipeline	e6836d1f534e7bc0aac03d710684af83		https://www.encodeproject.org/files/ENCFF565QWY/@@download/ENCFF565QWY.bed.gz				released	s3://encode-public/2020/12/10/41f5342e-af54-45c0-9c8d-3561c450dfbc/ENCFF565QWY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/41f5342e-af54-45c0-9c8d-3561c450dfbc/ENCFF565QWY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance	insufficient read depth	
ENCFF736XUU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR863KUB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TCF7-human	DNA						2016-01-14	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF318XIW/, /files/ENCFF986IBB/, /files/ENCFF310ATA/, /files/ENCFF793EAF/, /files/ENCFF356LFX/	100641	ENCODE Processing Pipeline	de57455fcf21a41e7eb10364ad71efd8		https://www.encodeproject.org/files/ENCFF736XUU/@@download/ENCFF736XUU.bed.gz				released	s3://encode-public/2021/02/04/a398323c-40bd-49cb-8160-2a5759c51f1a/ENCFF736XUU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/a398323c-40bd-49cb-8160-2a5759c51f1a/ENCFF736XUU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, borderline replicate concordance		
ENCFF201BGD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR980ZWE	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:NR3C1'], 'aliases': ['michael-snyder:TS-126'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2908/'], '@type': ['Target', 'Item'], 'label': 'NR3C1', 'title': 'NR3C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '79b976c7-fadf-44ef-8f24-37eb21ef8cb9', 'schema_version': '14', 'name': 'NR3C1-human', '@id': '/targets/NR3C1-human/', 'status': 'released'}				NR3C1-human	DNA				formaldehyde		2022-09-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF742MRE/, /files/ENCFF370LBF/, /files/ENCFF925KHE/	77950	ENCODE Processing Pipeline	73d3cbdd19e9aa165dd64d8691cc71be		https://www.encodeproject.org/files/ENCFF201BGD/@@download/ENCFF201BGD.bed.gz				released	s3://encode-public/2022/09/03/3f6d551d-8306-49b2-986d-714657195255/ENCFF201BGD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/3f6d551d-8306-49b2-986d-714657195255/ENCFF201BGD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents		
ENCFF619GRL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										IRF3-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF739GUS/, /files/ENCFF772ZHK/, /files/ENCFF917KBS/	13955	ENCODE Processing Pipeline	069e7542f4e6d838f5ac65ed9f31ff3d		https://www.encodeproject.org/files/ENCFF619GRL/@@download/ENCFF619GRL.bed.gz				released	s3://encode-public/2020/12/27/a4d2cb0d-70da-4d14-a301-ed1b7ea6bfc3/ENCFF619GRL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/a4d2cb0d-70da-4d14-a301-ed1b7ea6bfc3/ENCFF619GRL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF556MUV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR107GRP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										MLLT1-human	DNA						2016-06-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF532AZD/, /files/ENCFF037WIZ/, /files/ENCFF646KNR/, /files/ENCFF936FZX/, /files/ENCFF822ODT/, /files/ENCFF970CZZ/, /files/ENCFF356LFX/	458549	ENCODE Processing Pipeline	063fd173b93a2b69f71cac8829b8d88b		https://www.encodeproject.org/files/ENCFF556MUV/@@download/ENCFF556MUV.bed.gz				released	s3://encode-public/2020/12/09/88cb371a-eccb-439f-a21e-88ea5e37d2ab/ENCFF556MUV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/09/88cb371a-eccb-439f-a21e-88ea5e37d2ab/ENCFF556MUV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF633YUQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DZJ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF683ICJ/, /files/ENCFF863XTX/, /files/ENCFF278NPZ/, /files/ENCFF042LWY/, /files/ENCFF594ZIL/, /files/ENCFF356LFX/, /files/ENCFF947HBR/	502289	ENCODE Processing Pipeline	83f8660a9ed7d3b129533a5e31b14d28		https://www.encodeproject.org/files/ENCFF633YUQ/@@download/ENCFF633YUQ.bed.gz				released	s3://encode-public/2021/01/08/d3d9d2d4-29ce-4488-a536-6a8ba1933303/ENCFF633YUQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/d3d9d2d4-29ce-4488-a536-6a8ba1933303/ENCFF633YUQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, improper control_type of control experiment, low read length		
ENCFF229DYR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DTI	TF ChIP-seq	/human-donors/ENCDO330AAA/	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF604VUP/, /files/ENCFF841AWM/, /files/ENCFF282AQX/, /files/ENCFF356LFX/	774111	ENCODE Processing Pipeline	14e84172f76fa283e6a222805accea68		https://www.encodeproject.org/files/ENCFF229DYR/@@download/ENCFF229DYR.bed.gz				released	s3://encode-public/2020/09/26/85cb599c-10f4-4f39-a65e-157a72099173/ENCFF229DYR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/85cb599c-10f4-4f39-a65e-157a72099173/ENCFF229DYR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF552LAX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DPY	TF ChIP-seq	/human-donors/ENCDO175AAA/	CL:0002547	fibroblast of the aortic adventitia	primary cell	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF567HXW/, /files/ENCFF570TLP/, /files/ENCFF379VHE/, /files/ENCFF356LFX/	794897	ENCODE Processing Pipeline	06870cd608cf32d8211c9ed8603b4e31		https://www.encodeproject.org/files/ENCFF552LAX/@@download/ENCFF552LAX.bed.gz				released	s3://encode-public/2020/09/26/e3fa78c9-a44f-4b5f-ba1d-d2bd6fe198e5/ENCFF552LAX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/e3fa78c9-a44f-4b5f-ba1d-d2bd6fe198e5/ENCFF552LAX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking, low read length, control low read depth	insufficient read depth	
ENCFF660FXN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR214RUE	TF ChIP-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51222/'], '@type': ['Target', 'Item'], 'name': 'ZNF219-human', 'label': 'ZNF219', '@id': '/targets/ZNF219-human/', 'title': 'ZNF219 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0094e3c3-774f-43d2-980f-aa5d433cb987', 'status': 'released'}				ZNF219-human	DNA				formaldehyde		2023-01-24	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF711IZS/, /files/ENCFF356LFX/, /files/ENCFF896EEE/, /files/ENCFF365HGM/	73405	ENCODE Processing Pipeline	e9a27d9230f69304aa662b3b41842d9e		https://www.encodeproject.org/files/ENCFF660FXN/@@download/ENCFF660FXN.bed.gz				released	s3://encode-public/2022/07/23/fe13202a-b190-48b5-8cfe-9b710a35d28d/ENCFF660FXN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/23/fe13202a-b190-48b5-8cfe-9b710a35d28d/ENCFF660FXN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, missing genetic modification reagents		
ENCFF572PYO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DOZ	TF ChIP-seq	/human-donors/ENCDO000AAP/	EFO:0001200	MCF 10A	cell line	Homo sapiens	ethanol	0.01 percent	36.0 hour		insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6714/'], '@type': ['Target', 'Item'], 'name': 'SRC-human', 'label': 'SRC', '@id': '/targets/SRC-human/', 'title': 'SRC (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '8a4fb22e-1bea-11e3-bbe8-14109fe2b29d', 'status': 'released'}				STAT3-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF710JCY/, /files/ENCFF781LAU/, /files/ENCFF435SUP/, /files/ENCFF356LFX/	254948	ENCODE Processing Pipeline	06543dd3a5e1e5a3de91d798a23cfcd2		https://www.encodeproject.org/files/ENCFF572PYO/@@download/ENCFF572PYO.bed.gz				released	s3://encode-public/2020/12/12/bb5f8275-ae46-4499-a238-24cf6a23cb99/ENCFF572PYO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/bb5f8275-ae46-4499-a238-24cf6a23cb99/ENCFF572PYO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, mild to moderate bottlenecking, borderline replicate concordance, low read length, moderate library complexity, missing genetic modification characterization, low read depth	insufficient read depth, severe bottlenecking	
ENCFF934JFA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BGP	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										POU2F2-human	DNA						2011-07-18	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF702VIV/, /files/ENCFF219VPY/, /files/ENCFF519KIS/, /files/ENCFF882OBA/, /files/ENCFF011XTK/, /files/ENCFF075XYL/, /files/ENCFF356LFX/	512492	ENCODE Processing Pipeline	c89987c4e38ec5fe0887ccdb52463582		https://www.encodeproject.org/files/ENCFF934JFA/@@download/ENCFF934JFA.bed.gz				released	s3://encode-public/2020/12/27/d6ded945-fd19-4d27-a077-a678309dc05a/ENCFF934JFA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/d6ded945-fd19-4d27-a077-a678309dc05a/ENCFF934JFA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, borderline replicate concordance, low read length		
