2023-12-25 10:23:06.208471	https://www.encodeproject.org/report/?type=Experiment&assay_slims=DNA+binding&assay_title=TF+ChIP-seq&target.investigated_as=transcription+factor&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&status=released&files.file_type=bed+narrowPeak&audit.ERROR.category%21=extremely+low+read+depth&audit.ERROR.category%21=missing+control+alignments&audit.ERROR.category%21=control+extremely+low+read+depth&audit.ERROR.category%21=not+compliant+biosample+characterization&audit.ERROR.category%21=extremely+low+read+length&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR000DVH/	ENCSR000DVH	ChIP-seq	TF ChIP-seq	primary cell	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens kidney epithelial cell	kidney epithelial cell	GEO:GSM749737,UCSC-ENCODE-hg19:wgEncodeEH000405,SCREEN-GRCh38:kidney_epithelial_cell,FactorBook:ENCSR000DVH	CTCF ChIP-seq on human HRE	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001HQY/,/files/ENCFF001HRB/,/files/ENCFF001HRC/,/files/ENCFF001HRD/,/files/ENCFF001HRE/,/files/ENCFF001HRF/,/files/ENCFF001HRG/,/files/ENCFF001HRH/,/files/ENCFF001HRL/,/files/ENCFF001HRM/,/files/ENCFF001XSB/,/files/ENCFF001XSC/,/files/ENCFF001XSD/,/files/ENCFF001XSE/,/files/ENCFF002DDF/,/files/ENCFF501FUB/,/files/ENCFF745OUI/,/files/ENCFF463DJV/,/files/ENCFF874XSI/,/files/ENCFF688ZXI/,/files/ENCFF464SZY/,/files/ENCFF535GTC/,/files/ENCFF022FKL/,/files/ENCFF370MLP/,/files/ENCFF007XGO/,/files/ENCFF936HRA/,/files/ENCFF399RTB/,/files/ENCFF835DVR/,/files/ENCFF303MLJ/,/files/ENCFF583GYD/,/files/ENCFF640EBA/,/files/ENCFF423CGM/,/files/ENCFF516DWM/,/files/ENCFF715VSY/,/files/ENCFF832CJL/,/files/ENCFF265LHB/,/files/ENCFF987JIP/,/files/ENCFF010WHH/,/files/ENCFF674KUN/,/files/ENCFF776YMK/,/files/ENCFF172YQJ/,/files/ENCFF583GIR/,/files/ENCFF575SCR/,/files/ENCFF146UDE/,/files/ENCFF996ZZA/,/files/ENCFF252LKT/,/files/ENCFF809AFV/,/files/ENCFF536XBD/,/files/ENCFF168VBK/,/files/ENCFF822YHQ/,/files/ENCFF745OLY/,/files/ENCFF444ZJW/,/files/ENCFF549VVS/,/files/ENCFF625YFP/,/files/ENCFF293KQB/,/files/ENCFF437KPV/,/files/ENCFF727BRP/,/files/ENCFF262HYQ/,/files/ENCFF608HTR/,/files/ENCFF673AQN/,/files/ENCFF311YAM/,/files/ENCFF173LWY/,/files/ENCFF121NMZ/,/files/ENCFF399UQM/,/files/ENCFF017UXM/,/files/ENCFF862ZWU/,/files/ENCFF787WML/,/files/ENCFF929LVE/,/files/ENCFF201XDO/,/files/ENCFF518OZL/,/files/ENCFF520UFW/,/files/ENCFF304FMM/,/files/ENCFF059SDM/,/files/ENCFF590MXY/,/files/ENCFF014TDW/,/files/ENCFF914RFY/,/files/ENCFF779WNA/,/files/ENCFF841QPE/	/reference-epigenomes/ENCSR900BSO/	ENCBS050EYT,ENCBS869FDU	1,2	1	ENCAB000AFP	Homo sapiens	unknown													/replicates/36bd286c-6ece-4821-ba71-d1ff3ccaf6b5/,/replicates/4a9eace6-d997-49de-bac2-bbd031dd1361/				
/experiments/ENCSR869IUD/	ENCSR869IUD	ChIP-seq	TF ChIP-seq	cell line	/targets/ATF2-human/	ATF2	ATF2	Homo sapiens K562	K562	GEO:GSE106032,FactorBook:ENCSR869IUD	ATF2 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF951ZXP/,/files/ENCFF043SEF/,/files/ENCFF307XRL/,/files/ENCFF780EID/,/files/ENCFF085AZW/,/files/ENCFF295OIX/,/files/ENCFF402HVB/,/files/ENCFF708ZKW/,/files/ENCFF779GBL/,/files/ENCFF258YFT/,/files/ENCFF442OVV/,/files/ENCFF454KQY/,/files/ENCFF759MWN/,/files/ENCFF513RYS/,/files/ENCFF826QEY/,/files/ENCFF024MYW/,/files/ENCFF787FOY/,/files/ENCFF114FHE/,/files/ENCFF718IGX/,/files/ENCFF719FYJ/,/files/ENCFF123YZF/,/files/ENCFF883MZR/,/files/ENCFF670UKL/,/files/ENCFF450LDD/,/files/ENCFF421GGZ/,/files/ENCFF108ANM/,/files/ENCFF820RPX/,/files/ENCFF749BWV/,/files/ENCFF113CTE/,/files/ENCFF803FHN/,/files/ENCFF129HSC/,/files/ENCFF514CKE/,/files/ENCFF831DRR/,/files/ENCFF764SAO/,/files/ENCFF856ICQ/,/files/ENCFF784QTQ/,/files/ENCFF207FUE/,/files/ENCFF911YYM/,/files/ENCFF251HST/,/files/ENCFF448GXI/,/files/ENCFF413RJJ/,/files/ENCFF525YRJ/,/files/ENCFF119DRS/,/files/ENCFF968KBN/,/files/ENCFF586LWY/,/files/ENCFF770YVC/,/files/ENCFF905GIF/,/files/ENCFF003WWR/,/files/ENCFF195JHD/,/files/ENCFF809RKN/,/files/ENCFF493JDA/,/files/ENCFF182PYD/,/files/ENCFF756FDX/,/files/ENCFF425JAF/,/files/ENCFF596FVK/,/files/ENCFF640LNW/,/files/ENCFF581SVN/,/files/ENCFF992RYP/,/files/ENCFF538KAC/,/files/ENCFF192ASP/,/files/ENCFF842UTR/,/files/ENCFF673TEA/,/files/ENCFF114DXW/,/files/ENCFF138RAD/,/files/ENCFF706LIU/,/files/ENCFF139ZZG/		ENCBS697XFI,ENCBS850QNJ	1,2	1	ENCAB605GOL	Homo sapiens	adult	53 years												/replicates/01ad02eb-0cb6-474e-bfe9-a3c37c4b9298/,/replicates/6119233a-ff95-44b1-8ef5-ba02f15508a6/				
/experiments/ENCSR000DWX/	ENCSR000DWX	ChIP-seq	TF ChIP-seq	primary cell	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens keratinocyte female	keratinocyte	GEO:GSM749747,FactorBook:ENCSR000DWX,UCSC-ENCODE-hg19:wgEncodeEH000406	CTCF ChIP-seq on human NHEK	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001HVD/,/files/ENCFF001HVE/,/files/ENCFF001HVF/,/files/ENCFF001HVG/,/files/ENCFF001HVH/,/files/ENCFF001HVI/,/files/ENCFF001HVK/,/files/ENCFF001HVL/,/files/ENCFF001HVN/,/files/ENCFF001HVQ/,/files/ENCFF001XTF/,/files/ENCFF001XTG/,/files/ENCFF001XTH/,/files/ENCFF001XTI/,/files/ENCFF002DDN/,/files/ENCFF330DRP/,/files/ENCFF020RYF/,/files/ENCFF913RSB/,/files/ENCFF317OFS/,/files/ENCFF700FNC/,/files/ENCFF158AWG/,/files/ENCFF212HFV/,/files/ENCFF676DMT/,/files/ENCFF352RLP/,/files/ENCFF284ZBR/,/files/ENCFF599PCZ/,/files/ENCFF419DDE/,/files/ENCFF827BFP/,/files/ENCFF542NWG/,/files/ENCFF173FVH/,/files/ENCFF512LNU/,/files/ENCFF039CTD/,/files/ENCFF505MQG/,/files/ENCFF668CCM/,/files/ENCFF158HLK/,/files/ENCFF925IEK/,/files/ENCFF395GKE/,/files/ENCFF639GUF/,/files/ENCFF720FPP/,/files/ENCFF039ZHR/,/files/ENCFF149BJK/,/files/ENCFF263OGX/,/files/ENCFF209YPG/,/files/ENCFF035RGR/,/files/ENCFF105SOE/,/files/ENCFF667ULX/	/experiment-series/ENCSR807GUL/	ENCBS672NFZ,ENCBS501AXW	1,2	1	ENCAB000AFP	Homo sapiens	unknown													/replicates/9c405861-7338-4b0c-b716-fb3df7291dac/,/replicates/eb0deb98-8dd4-4ffa-b183-efd764a3b049/				
/experiments/ENCSR000BRE/	ENCSR000BRE	ChIP-seq	TF ChIP-seq	cell line	/targets/FOXA2-human/	FOXA2	FOXA2	Homo sapiens A549 treated with 0.02% ethanol for 1 hour	A549	GEO:GSM1010724,FactorBook:ENCSR000BRE,UCSC-ENCODE-hg19:wgEncodeEH002326	FOXA2 ChIP-seq (protocol v041610.2) on A549 treated with ethanol at 0.02%	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000NAD/,/files/ENCFF000NAE/,/files/ENCFF000NAF/,/files/ENCFF000NAG/,/files/ENCFF000NAJ/,/files/ENCFF000NAL/,/files/ENCFF000NAQ/,/files/ENCFF000NAU/,/files/ENCFF001TSH/,/files/ENCFF001TSI/,/files/ENCFF459MFF/,/files/ENCFF522TNS/,/files/ENCFF081TER/,/files/ENCFF381ISL/,/files/ENCFF665UQX/,/files/ENCFF191CAG/,/files/ENCFF130HNP/,/files/ENCFF229DWG/,/files/ENCFF267BAC/,/files/ENCFF067CIK/,/files/ENCFF285CQP/,/files/ENCFF617MEF/,/files/ENCFF567MXU/,/files/ENCFF791TQB/,/files/ENCFF660NEG/,/files/ENCFF646FWQ/,/files/ENCFF257CXD/,/files/ENCFF400MAF/,/files/ENCFF568OGW/,/files/ENCFF322HMV/,/files/ENCFF384TVA/,/files/ENCFF686MSH/,/files/ENCFF871XNZ/,/files/ENCFF651OPH/,/files/ENCFF334TEA/,/files/ENCFF054XTM/,/files/ENCFF009LYW/,/files/ENCFF681NMZ/,/files/ENCFF325LQP/,/files/ENCFF644REM/		ENCBS423ENC	1,2	1	ENCAB000AGO	Homo sapiens	adult	58 years	ethanol	CHEBI:16236	0.02	percent	1	hour						/replicates/c21fb1a4-aa88-49bb-aa95-d5bd8332edd6/,/replicates/12effcb1-57d7-4954-aa75-004911f9cc95/				
/experiments/ENCSR000EBI/	ENCSR000EBI	ChIP-seq	TF ChIP-seq	cell line	/targets/RELA-human/	RELA	RELA	Homo sapiens GM19099 treated with 25 ng/mL tumor necrosis factor for 6 hours	GM19099	UCSC-ENCODE-hg19:wgEncodeEH000717,GEO:GSM935273,FactorBook:ENCSR000EBI	RELA ChIP-seq on human GM19099 treated with TNFa	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000WOS/,/files/ENCFF000WPE/,/files/ENCFF029KWU/,/files/ENCFF552KCI/,/files/ENCFF412RPV/,/files/ENCFF077HHQ/,/files/ENCFF479FXS/,/files/ENCFF834SPC/,/files/ENCFF755FOD/		ENCBS505ENC	3	1	ENCAB000AJG	Homo sapiens	unknown		tumor necrosis factor	UniProtKB:P01375	25	ng/mL	6	hour						/replicates/edb90fcd-9894-4596-ae8b-b4049c3941dd/				
/experiments/ENCSR828TVO/	ENCSR828TVO	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF496-human/	ZNF496	ZNF496	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF496	HepG2	GEO:GSE231041	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF049QJJ/,/files/ENCFF751TVL/,/files/ENCFF694YPV/,/files/ENCFF892FOA/,/files/ENCFF083JOY/,/files/ENCFF296RYN/,/files/ENCFF442EXH/,/files/ENCFF978LNK/,/files/ENCFF887JNN/,/files/ENCFF752WDI/,/files/ENCFF711LDF/,/files/ENCFF939GIY/,/files/ENCFF471VTU/,/files/ENCFF821LDC/,/files/ENCFF957CYK/,/files/ENCFF008QXA/,/files/ENCFF675ZZW/,/files/ENCFF142CUN/,/files/ENCFF337YIK/,/files/ENCFF898UJV/,/files/ENCFF013IUR/,/files/ENCFF639PCX/,/files/ENCFF121VGP/,/files/ENCFF128ESQ/		ENCBS425LIA,ENCBS857TEC	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/024441db-ec22-42a3-a49c-b6734a397c83/,/replicates/a5f69f20-baa0-4612-b947-50f7e1198ddd/				
/experiments/ENCSR516SWI/	ENCSR516SWI	ChIP-seq	TF ChIP-seq	cell line	/targets/NR2C2-human/	NR2C2	NR2C2	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens NR2C2	K562	GEO:GSE231258	ChIP-Seq on K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF361SOV/,/files/ENCFF168SSS/,/files/ENCFF027XHU/,/files/ENCFF368KFG/,/files/ENCFF291TSG/,/files/ENCFF868IDM/,/files/ENCFF190YAA/,/files/ENCFF973NOV/,/files/ENCFF372LDG/,/files/ENCFF602UIQ/,/files/ENCFF682TEV/,/files/ENCFF277GYO/,/files/ENCFF968PTV/,/files/ENCFF966QFI/,/files/ENCFF325IJE/,/files/ENCFF946CTR/,/files/ENCFF834NVD/,/files/ENCFF049GZX/,/files/ENCFF635QJX/,/files/ENCFF309JYE/,/files/ENCFF577RYO/,/files/ENCFF902UIK/,/files/ENCFF628FMR/,/files/ENCFF240NQH/		ENCBS609JGP,ENCBS065DIZ	1,2	1	ENCAB697XQW	Homo sapiens	adult	53 years										/organisms/human/		/replicates/57e4c0df-dd95-454c-9675-70a6f42bb42b/,/replicates/a14fd036-20a6-462a-8c0b-5daebb6a80ac/				
/experiments/ENCSR901VIE/	ENCSR901VIE	ChIP-seq	TF ChIP-seq	cell line	/targets/TFDP1-human/	TFDP1	TFDP1	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens TFDP1	K562	GEO:GSE231165	ChIP-Seq on K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF474FEF/,/files/ENCFF432IOE/,/files/ENCFF162ULL/,/files/ENCFF694PPC/,/files/ENCFF825YAO/,/files/ENCFF762JCH/,/files/ENCFF278JQN/,/files/ENCFF332AEC/,/files/ENCFF892ALA/,/files/ENCFF817PNK/,/files/ENCFF187BWY/,/files/ENCFF781OJA/,/files/ENCFF958AIT/,/files/ENCFF221HZW/,/files/ENCFF381XGZ/,/files/ENCFF566TIA/,/files/ENCFF008MDV/,/files/ENCFF765NCD/,/files/ENCFF044IDV/,/files/ENCFF660MMY/,/files/ENCFF448FGI/,/files/ENCFF121FGT/,/files/ENCFF584VSB/,/files/ENCFF921FAU/		ENCBS152LVW,ENCBS423QEZ	1,2	1	ENCAB697XQW	Homo sapiens	adult	53 years										/organisms/human/		/replicates/c6234c0e-d096-4a61-b8f9-417b1e227a11/,/replicates/03c77397-096e-4430-b403-3da013832f6c/				
/experiments/ENCSR377GZS/	ENCSR377GZS	ChIP-seq	TF ChIP-seq	cell line	/targets/ZFP90-human/	ZFP90	ZFP90	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZFP90	HepG2	GEO:GSE231077	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF391BNV/,/files/ENCFF050EQE/,/files/ENCFF110ADJ/,/files/ENCFF975NUB/,/files/ENCFF862NQB/,/files/ENCFF671XBP/,/files/ENCFF280WHF/,/files/ENCFF185NAM/,/files/ENCFF235GTV/,/files/ENCFF825LYY/,/files/ENCFF273CAF/,/files/ENCFF300RBE/,/files/ENCFF812HCH/,/files/ENCFF400GDR/,/files/ENCFF028IBZ/,/files/ENCFF385DGN/,/files/ENCFF484KLT/,/files/ENCFF244OPO/,/files/ENCFF409XXV/,/files/ENCFF187NOK/,/files/ENCFF978DHT/,/files/ENCFF681NCK/,/files/ENCFF700YPT/,/files/ENCFF519NHL/		ENCBS401GOP,ENCBS037DRZ	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/5a104a15-0cf0-4616-8ea0-e4ad06c1585e/,/replicates/0fc387d5-0de5-4719-aadc-0738f47655d5/				
/experiments/ENCSR107RHZ/	ENCSR107RHZ	ChIP-seq	TF ChIP-seq	cell line	/targets/YBX1-human/	YBX1	YBX1	Homo sapiens K562	K562	GEO:GSE91492,FactorBook:ENCSR107RHZ	YBX1 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF046DDP/,/files/ENCFF883RKR/,/files/ENCFF909OVD/,/files/ENCFF011GGX/,/files/ENCFF183DJQ/,/files/ENCFF079PYC/,/files/ENCFF509PRR/,/files/ENCFF869CLO/,/files/ENCFF502QIV/,/files/ENCFF473THN/,/files/ENCFF715AMR/,/files/ENCFF195WOK/,/files/ENCFF255BZW/,/files/ENCFF521AAB/,/files/ENCFF387BIY/,/files/ENCFF855CIO/,/files/ENCFF157UGB/,/files/ENCFF454AJP/,/files/ENCFF973DVW/,/files/ENCFF918CHH/,/files/ENCFF902FVT/,/files/ENCFF625XBO/,/files/ENCFF893RKN/,/files/ENCFF487XNQ/,/files/ENCFF740JCX/,/files/ENCFF520DIY/,/files/ENCFF648NHE/,/files/ENCFF224UXR/,/files/ENCFF706LIT/,/files/ENCFF132NUJ/,/files/ENCFF306NXS/,/files/ENCFF424GQF/,/files/ENCFF749VLH/,/files/ENCFF681HIB/,/files/ENCFF015BVQ/,/files/ENCFF886UVT/,/files/ENCFF550TQH/,/files/ENCFF609DTK/,/files/ENCFF669CKL/,/files/ENCFF444SWI/,/files/ENCFF470KXO/,/files/ENCFF449NTP/,/files/ENCFF876GPT/,/files/ENCFF452VYJ/,/files/ENCFF019PCQ/,/files/ENCFF861UEW/,/files/ENCFF871QKT/,/files/ENCFF513HYL/,/files/ENCFF074TDK/,/files/ENCFF695FYY/,/files/ENCFF437PNP/,/files/ENCFF396KPM/,/files/ENCFF508RXH/,/files/ENCFF311AVX/,/files/ENCFF153FTD/,/files/ENCFF596IUN/,/files/ENCFF176QRT/,/files/ENCFF658GEU/,/files/ENCFF513QUL/,/files/ENCFF669IEI/,/files/ENCFF286IPW/,/files/ENCFF171BAC/,/files/ENCFF868QJK/,/files/ENCFF213EAJ/,/files/ENCFF051NKX/,/files/ENCFF741QAS/		ENCBS953HJY,ENCBS697XFI	2,1	1	ENCAB493UWX	Homo sapiens	adult	53 years												/replicates/e5f8d966-4eb3-4045-83a2-f943249a8e4a/,/replicates/643b2e68-1c0f-495f-a76a-eb6afb9eedee/				
/experiments/ENCSR423TVD/	ENCSR423TVD	ChIP-seq	TF ChIP-seq	cell line	/targets/SNAPC5-human/	SNAPC5	SNAPC5	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens SNAPC5	HepG2	GEO:GSE231141	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF502FQO/,/files/ENCFF196ZMF/,/files/ENCFF166PCB/,/files/ENCFF129CSP/,/files/ENCFF620QSP/,/files/ENCFF494YYL/,/files/ENCFF620STP/,/files/ENCFF688RZI/,/files/ENCFF076ISH/,/files/ENCFF541CEY/,/files/ENCFF789MHO/,/files/ENCFF306DJM/,/files/ENCFF585QRA/,/files/ENCFF535HQF/,/files/ENCFF767JUZ/,/files/ENCFF111MEF/,/files/ENCFF553ECC/,/files/ENCFF759QDR/,/files/ENCFF477GJL/,/files/ENCFF554KYQ/,/files/ENCFF712YAX/,/files/ENCFF109WHW/,/files/ENCFF402MQZ/,/files/ENCFF853IKB/		ENCBS894OXD,ENCBS785FIK	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/c1d991aa-a919-4cdf-964a-ca8acf84f699/,/replicates/aa492915-2fbf-41e3-b4c0-d665b8c7e6e4/				
/experiments/ENCSR722OTA/	ENCSR722OTA	ChIP-seq	TF ChIP-seq	cell line	/targets/NR3C1-human/	NR3C1	NR3C1	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens NR3C1	WTC11	GEO:GSE231183	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF007WZG/,/files/ENCFF416QRO/,/files/ENCFF840IDB/,/files/ENCFF910LYL/,/files/ENCFF743OZK/,/files/ENCFF667OJS/,/files/ENCFF148UPN/,/files/ENCFF461CFM/,/files/ENCFF022JVA/,/files/ENCFF992OJU/,/files/ENCFF686WQV/,/files/ENCFF769JEL/,/files/ENCFF080QDH/,/files/ENCFF458RPT/,/files/ENCFF049IAT/,/files/ENCFF587EOU/,/files/ENCFF568QQC/,/files/ENCFF175JBQ/,/files/ENCFF422OEM/,/files/ENCFF917BMC/,/files/ENCFF640UMI/,/files/ENCFF282ZSX/,/files/ENCFF439VDP/,/files/ENCFF929NKD/		ENCBS441ZFR,ENCBS058KJK	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/7d072be6-0dc3-4521-892b-739bee7f7c63/,/replicates/65327323-3116-4d6a-8da1-b9e1632b2cca/				
/experiments/ENCSR795KRU/	ENCSR795KRU	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF317-human/	ZNF317	ZNF317	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF317	WTC11	GEO:GSE230977	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF113WVL/,/files/ENCFF354OQX/,/files/ENCFF658TBF/,/files/ENCFF320KWM/,/files/ENCFF837JSK/,/files/ENCFF214GUH/,/files/ENCFF948KXZ/,/files/ENCFF815BZW/,/files/ENCFF342TZO/,/files/ENCFF012XUO/,/files/ENCFF039JCZ/,/files/ENCFF758TFK/,/files/ENCFF360BFI/,/files/ENCFF674EGM/,/files/ENCFF213SUZ/,/files/ENCFF246ZIO/,/files/ENCFF058BYV/,/files/ENCFF708NGR/,/files/ENCFF536WAN/,/files/ENCFF859KDF/,/files/ENCFF696HFO/,/files/ENCFF929XBE/,/files/ENCFF537KXI/,/files/ENCFF752UWU/		ENCBS921FMN,ENCBS400XVC	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/17032146-196d-42a3-897e-71da3658485f/,/replicates/eb49568a-5ce5-47e7-bf9b-ff3d9ed4970e/				
/experiments/ENCSR385AHH/	ENCSR385AHH	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF24-human/	ZNF24	ZNF24	Homo sapiens K562	K562	GEO:GSE91716,FactorBook:ENCSR385AHH	ZNF24 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF473RRN/,/files/ENCFF004EVN/,/files/ENCFF546WQO/,/files/ENCFF931UCZ/,/files/ENCFF965QBT/,/files/ENCFF294CYY/,/files/ENCFF967XYK/,/files/ENCFF951UTH/,/files/ENCFF266VXO/,/files/ENCFF282CAH/,/files/ENCFF785AFW/,/files/ENCFF014KVJ/,/files/ENCFF007DDA/,/files/ENCFF186MHH/,/files/ENCFF651RGN/,/files/ENCFF626LDU/,/files/ENCFF289WJI/,/files/ENCFF420MBN/,/files/ENCFF980UAQ/,/files/ENCFF186JNG/,/files/ENCFF593RXC/,/files/ENCFF707ZKL/,/files/ENCFF686ZIH/,/files/ENCFF786MHJ/,/files/ENCFF502WNY/,/files/ENCFF340MBA/,/files/ENCFF886LIA/,/files/ENCFF695WYU/,/files/ENCFF661WTR/,/files/ENCFF468PJO/,/files/ENCFF028FED/,/files/ENCFF906TXC/,/files/ENCFF674JOQ/,/files/ENCFF319DVI/,/files/ENCFF723JDW/,/files/ENCFF153GWB/,/files/ENCFF987AHA/,/files/ENCFF941XDH/,/files/ENCFF951CTG/,/files/ENCFF865ODE/,/files/ENCFF933ZIS/,/files/ENCFF781BNQ/,/files/ENCFF238MYM/,/files/ENCFF013NFH/,/files/ENCFF602BZN/,/files/ENCFF388CNT/,/files/ENCFF879LTH/,/files/ENCFF611VTE/,/files/ENCFF301KMY/,/files/ENCFF819PZH/,/files/ENCFF850EXS/,/files/ENCFF926PML/,/files/ENCFF893KGG/,/files/ENCFF648WPV/,/files/ENCFF578KUT/,/files/ENCFF473UYD/,/files/ENCFF266BPJ/,/files/ENCFF871DQV/,/files/ENCFF918BDR/,/files/ENCFF941LXW/,/files/ENCFF144CMG/,/files/ENCFF139XKV/,/files/ENCFF449YBV/,/files/ENCFF781QQQ/,/files/ENCFF649OPX/,/files/ENCFF619DGL/	/experiment-series/ENCSR566UWJ/	ENCBS994WPS,ENCBS953HJY	3,2	1	ENCAB060JJI	Homo sapiens	adult	53 years												/replicates/205c9348-7245-4149-b0c5-53f8be7da48e/,/replicates/23ef8db4-afa6-4359-be51-bd1fb0d123d8/				
/experiments/ENCSR459FTB/	ENCSR459FTB	ChIP-seq	TF ChIP-seq	cell line	/targets/UBTF-human/	UBTF	UBTF	Homo sapiens GM12878	GM12878	GEO:GSE91779,FactorBook:ENCSR459FTB	UBTF ChIP-seq on human GM12878	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF117OQA/,/files/ENCFF481YNF/,/files/ENCFF613IHB/,/files/ENCFF878ZPT/,/files/ENCFF688WOB/,/files/ENCFF191TQD/,/files/ENCFF181YAD/,/files/ENCFF298UPI/,/files/ENCFF947QEA/,/files/ENCFF791WCX/,/files/ENCFF846HFA/,/files/ENCFF930SKY/,/files/ENCFF002EDB/,/files/ENCFF002EDC/,/files/ENCFF688XDE/,/files/ENCFF370YOR/,/files/ENCFF400IYT/,/files/ENCFF547UIH/,/files/ENCFF716SCW/,/files/ENCFF235EQL/,/files/ENCFF832XNG/,/files/ENCFF127MEU/,/files/ENCFF882ZXB/,/files/ENCFF157WOM/,/files/ENCFF393HCV/,/files/ENCFF911LYM/,/files/ENCFF830BYO/,/files/ENCFF348PVD/,/files/ENCFF390GUF/,/files/ENCFF033TCK/,/files/ENCFF396GSL/,/files/ENCFF898VJT/,/files/ENCFF255SBJ/,/files/ENCFF405XEK/,/files/ENCFF069GIR/,/files/ENCFF238DAU/,/files/ENCFF404UZJ/,/files/ENCFF628NVL/,/files/ENCFF151LGF/,/files/ENCFF124ZNT/,/files/ENCFF437EFE/,/files/ENCFF520HKL/,/files/ENCFF041BSX/,/files/ENCFF793EJG/,/files/ENCFF295ZLM/,/files/ENCFF671MXW/,/files/ENCFF572SVT/,/files/ENCFF184JCC/,/files/ENCFF754GFB/,/files/ENCFF499CTR/,/files/ENCFF802EUE/,/files/ENCFF745TNJ/,/files/ENCFF667JYB/,/files/ENCFF176AJK/,/files/ENCFF459MZP/,/files/ENCFF468BYR/,/files/ENCFF197RNI/,/files/ENCFF508LKE/,/files/ENCFF397EAZ/,/files/ENCFF551HSR/,/files/ENCFF024LRN/,/files/ENCFF108IIG/,/files/ENCFF614DCJ/,/files/ENCFF833EYH/,/files/ENCFF291PLX/,/files/ENCFF353EMD/,/files/ENCFF795KOI/,/files/ENCFF763IGS/,/files/ENCFF218FGE/,/files/ENCFF014PHS/,/files/ENCFF202GNL/,/files/ENCFF188QXS/,/files/ENCFF055XAW/,/files/ENCFF323KDR/		ENCBS276RPG,ENCBS260WJQ	1,2	1	ENCAB000AME	Homo sapiens	adult													/replicates/49ac2829-140f-4eb8-a04e-1558d16a90ef/,/replicates/21c9c87a-d054-4ff4-b1c4-986ab21836e5/				
